商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节
\t537488406115,母婴用品,童装,春季童装百搭2025新款,975.19,山东,1万+人付款,鲁诚信母婴店专卖店,金牌卖家,先用后付,,时尚风,羊毛,,夏季
\t819322944951,礼品鲜花,鲜花,鲜花官方正品,1327.85,河北,100+人付款,冀品质礼品店,正品保障,,,,,,
\t432850425019,礼品鲜花,礼品,礼品高品质,338.99,河南,200+人付款,优品礼品店专卖店,皇冠店铺,,,,,,
\t546178161788,母婴用品,辅食,冬季辅食百搭热销,750.18,北京,1万+人付款,京优品母婴店旗舰店,回头客10万,,,,纯棉,,
\t121666598264,食品生鲜,海鲜,海鲜官方正品,319.65,上海,1000+人付款,优品食品店,,,,,,,
\t584592341410,礼品鲜花,定制礼品,定制礼品2025新款,1776.32,河南,1000+人付款,优品礼品店专卖店,正品保障,,退货宝,,,,
\t781853326738,医药健康,保健品,保健品高品质,1386.18,河南,5000+人付款,豫诚信医药店,回头客5万,先用后付,,,,,
\t548496810952,服饰鞋包,鞋靴,秋季鞋靴百搭热销,942.3,江苏,2000+人付款,时尚服饰店,极速发货,,,时尚风,,,春秋季
\t700193837705,宠物用品,食品,食品修身热销,307.76,上海,1万+人付款,诚信宠物店,极速发货,,,休闲风,,,
\t191483977384,钟表珠宝,手链,手链高品质,1029.02,广东,100+人付款,时尚钟表店专卖店,皇冠店铺,,,,,,
\t410561441894,礼品鲜花,鲜花,鲜花2025新款,805.41,福建,5000+人付款,时尚礼品店,正品保障,先用后付,,,,,
\t769913107546,农资园艺,盆栽,盆栽官方正品,440.52,上海,2000+人付款,诚信农资店专卖店,皇冠店铺,,,,,,
\t412495225562,母婴用品,纸尿裤,秋季纸尿裤宽松2025新款,1096.73,山东,1000+人付款,优品母婴店旗舰店,金牌卖家,,,,莫代尔,,夏季
\t205826696576,食品生鲜,零食,零食2025新款,214.8,北京,2万+人付款,时尚食品店专卖店,金牌卖家,,,,,,
\t112973957212,宠物用品,玩具,玩具宽松2025新款,277.59,重庆,200+人付款,渝时尚宠物店,回头客5万,先用后付,,时尚风,,,
\t323247917931,母婴用品,辅食,春季辅食修身2025新款,447.34,广西,2000+人付款,桂时尚母婴店专卖店,回头客3千,,,通勤风,,,春季
\t794868772582,礼品鲜花,永生花,永生花高品质,1473.84,广东,1万+人付款,优品礼品店旗舰店,回头客3千,,,,,,
\t331697414551,农资园艺,盆栽,盆栽2025新款,780.96,澳门,500+人付款,优品农资店旗舰店,回头客5万,先用后付,,,,,
\t169896196936,食品生鲜,水果,水果高品质,432.67,辽宁,5000+人付款,诚信食品店,回头客1万,,,,,,
\t516421315114,家居生活,家纺,家纺2025新款户外,552.43,上海,2万+人付款,诚信家居店,回头客10万,,,,,,
\t438572461010,家居生活,家具,家具2025新款户外,1545.72,湖南,5万+人付款,优品家居店,皇冠店铺,,,,,,
\t775734669237,家居生活,收纳,收纳官方正品家用,1106.64,辽宁,5000+人付款,诚信家居店,,,,,,,
\t111736620225,礼品鲜花,鲜花,鲜花官方正品,1552.05,江苏,2000+人付款,苏诚信礼品店旗舰店,正品保障,先用后付,,,,,
\t325068913746,食品生鲜,肉类,肉类2025新款,421.65,江苏,500+人付款,诚信食品店,回头客3千,,,,,,
\t491424690690,钟表珠宝,耳环,耳环高品质,338.16,辽宁,1万+人付款,诚信钟表店旗舰店,,,退货宝,,,,
\t868427468698,数码家电,电脑,电脑2025新款户外,3612.31,福建,20万+人付款,闽优品数码店旗舰店,回头客3千,,,,,,
\t551993913027,家居生活,收纳,收纳高品质办公,1331.33,上海,500+人付款,优品家居店,金牌卖家,,,,,,
\t987172707900,数码家电,耳机,耳机官方正品户外,3789.3,广东,5000+人付款,时尚数码店,回头客5万,,退货宝,,,,
\t262178705712,农资园艺,花卉,花卉2025新款,733.53,北京,1万+人付款,优品农资店旗舰店,皇冠店铺,,,,,,
\t851221340634,图书音像,经管,经管2025新款,125.7,湖北,2000+人付款,诚信图书店,皇冠店铺,,退货宝,,,,
\t199338077323,服饰鞋包,童装,冬季童装百搭2025新款,219.7,湖北,100+人付款,鄂时尚服饰店旗舰店,皇冠店铺,,,休闲风,,标准型,秋季
\t661655597332,医药健康,药品,药品2025新款,713.37,河北,500+人付款,时尚医药店,正品保障,,,,,,
\t961794855314,母婴用品,辅食,夏季辅食修身2025新款,384.4,上海,1000+人付款,沪品质母婴店专卖店,金牌卖家,先用后付,,,莫代尔,,
\t900848454974,食品生鲜,肉类,肉类高品质,473.96,海南,500+人付款,品质食品店旗舰店,回头客5万,,,,,,
\t660517894479,运动户外,运动服,运动服百搭正品,1349.79,山东,100+人付款,品质运动店,回头客10万,先用后付,,,,,春秋季
\t886156394235,玩具乐器,儿童玩具,儿童玩具高品质,2225.88,河北,500+人付款,品质玩具店,,,,,,,
\t611035781192,汽车用品,保养,保养官方正品,1000.56,江苏,2万+人付款,品质汽车店,皇冠店铺,,,,,,
\t299849530696,美妆护肤,身体护理,身体护理2025新款,511.82,广东,500+人付款,品质美妆店旗舰店,回头客1万,,,,,,
\t230939741865,图书音像,经管,经管2025新款,31.42,内蒙古,5000+人付款,优品图书店旗舰店,5年老店,,,,,,
\t712056812006,礼品鲜花,鲜花,鲜花高品质,385.51,四川,1万+人付款,时尚礼品店专卖店,5年老店,,,,,,
\t839211987483,玩具乐器,模型,模型高品质,1633.07,广西,1000+人付款,桂品质玩具店旗舰店,回头客5万,,退货宝,,,,
\t620951242239,玩具乐器,手办,手办官方正品,1117.14,北京,1000+人付款,京诚信玩具店专卖店,回头客3千,,,,,,
\t667783432854,汽车用品,清洁,清洁高品质,824.69,上海,5000+人付款,品质汽车店专卖店,皇冠店铺,,,,,,
\t854491621793,美妆护肤,彩妆,彩妆2025新款,460.83,新疆,1万+人付款,优品美妆店,8年老店,,,,,,
\t893126029599,礼品鲜花,永生花,永生花2025新款,1676.61,四川,200+人付款,川诚信礼品店,金牌卖家,,,,,,
\t236951729444,服饰鞋包,配饰,配饰宽松2025新款,135.29,山东,5000+人付款,时尚服饰店专卖店,正品保障,,,,,标准型,夏季
\t610532727160,图书音像,少儿,少儿2025新款,138.48,广东,500+人付款,粤品质图书店,回头客5万,,,,,,
\t215180908071,玩具乐器,儿童玩具,儿童玩具2025新款,44.03,海南,500+人付款,琼时尚玩具店专卖店,,,,,,,
\t107985016979,家居生活,装饰,装饰2025新款户外,1356.44,河南,500+人付款,品质家居店,回头客1万,,,,,,
\t609241413779,家居生活,厨具,厨具官方正品办公,1624.89,江苏,1000+人付款,时尚家居店,回头客3千,,,,,,
\t329840340753,母婴用品,童装,冬季童装修身正品,274.9,陕西,100+人付款,时尚母婴店专卖店,回头客10万,,,时尚风,羊毛,,春季
\t595134071806,医药健康,药品,药品高品质,972.24,江苏,20万+人付款,时尚医药店专卖店,金牌卖家,,,,,,
\t638881804073,宠物用品,护理,护理百搭正品,121.01,广东,1万+人付款,品质宠物店专卖店,极速发货,,,,,,春季
\t571698119046,玩具乐器,手办,手办官方正品,61.78,广西,500+人付款,时尚玩具店,,先用后付,,,,,
\t345976985406,玩具乐器,儿童玩具,儿童玩具高品质,1259.5,广西,2000+人付款,品质玩具店,回头客5万,,,,,,
\t618562121786,礼品鲜花,鲜花,鲜花2025新款,601.29,宁夏,100万+人付款,时尚礼品店旗舰店,,,,,,,
\t749851557183,服饰鞋包,配饰,夏季配饰百搭2025新款,849.3,山西,500+人付款,晋品质服饰店专卖店,8年老店,,,休闲风,莫代尔,宽松型,夏季
\t402169741788,母婴用品,辅食,秋季辅食百搭正品,471.94,天津,200+人付款,诚信母婴店专卖店,金牌卖家,,,时尚风,,,春秋季
\t901406673554,食品生鲜,零食,零食2025新款,260.9,内蒙古,5000+人付款,时尚食品店专卖店,正品保障,,,,,,
\t344584825779,食品生鲜,粮油,粮油高品质,418.63,四川,1000+人付款,优品食品店,,,,,,,
\t397128664147,运动户外,运动服,运动服修身热销,1435.11,江苏,500+人付款,苏时尚运动店专卖店,回头客5万,先用后付,,通勤风,,宽松型,春季
\t353695755931,服饰鞋包,箱包,夏季箱包百搭正品,816.63,山东,1000+人付款,鲁品质服饰店,回头客10万,,,,羊毛,宽松型,
\t419075694992,母婴用品,纸尿裤,纸尿裤百搭正品,1280.4,四川,20万+人付款,川品质母婴店,5年老店,,,休闲风,莫代尔,,冬季
\t949288233225,运动户外,运动服,冬季运动服修身2025新款,339.19,安徽,5000+人付款,时尚运动店专卖店,回头客3千,,,通勤风,,标准型,春季
\t381659430415,母婴用品,奶粉,夏季奶粉宽松正品,163.16,广东,100+人付款,粤诚信母婴店旗舰店,金牌卖家,,,休闲风,纯棉,,春季
\t122708363811,玩具乐器,模型,模型高品质,987.65,新疆,5000+人付款,品质玩具店专卖店,,先用后付,,,,,
\t428909583837,礼品鲜花,鲜花,鲜花2025新款,1681.6,河南,200+人付款,品质礼品店专卖店,极速发货,,,,,,
\t715898350678,母婴用品,纸尿裤,春季纸尿裤修身正品,234.05,上海,2万+人付款,沪优品母婴店旗舰店,金牌卖家,先用后付,,时尚风,,,夏季
\t275740661818,美妆护肤,美发,美发2025新款,149.82,浙江,2000+人付款,浙诚信美妆店专卖店,8年老店,,,,,,
\t912352555579,农资园艺,农具,农具2025新款,516.45,河北,100+人付款,优品农资店专卖店,回头客5万,,退货宝,,,,
\t574903510854,美妆护肤,面部护理,面部护理2025新款,865.23,福建,500+人付款,品质美妆店旗舰店,回头客5万,,,,,,
\t463478079461,图书音像,经管,经管官方正品,292.84,云南,100+人付款,优品图书店,回头客3千,,,,,,
\t920390698641,数码家电,耳机,耳机官方正品办公,3031.15,上海,2万+人付款,沪诚信数码店,回头客10万,,,,,,
\t462525149699,农资园艺,花卉,花卉2025新款,269.46,陕西,5000+人付款,优品农资店专卖店,回头客10万,,,,,,
\t462540822387,农资园艺,农具,农具官方正品,565.29,湖南,1000+人付款,诚信农资店,回头客10万,,,,,,
\t371450971150,农资园艺,种子,种子2025新款,474.19,河南,5000+人付款,豫时尚农资店专卖店,回头客3千,,,,,,
\t675229692364,家居生活,收纳,收纳官方正品家用,1549.53,山东,2000+人付款,优品家居店专卖店,,,,,,,
\t168825422276,钟表珠宝,手表,手表高品质,3394.07,湖北,2000+人付款,诚信钟表店专卖店,皇冠店铺,,,,,,
\t563746749157,运动户外,运动鞋,夏季运动鞋修身正品,678.05,广西,2000+人付款,品质运动店旗舰店,回头客5万,,,通勤风,,标准型,春季
\t251467747103,钟表珠宝,手表,手表官方正品,1468.55,北京,2万+人付款,优品钟表店,5年老店,,,,,,
\t276779024559,礼品鲜花,礼盒,礼盒官方正品,711.6,安徽,2000+人付款,品质礼品店专卖店,回头客10万,,,,,,
\t570795483521,农资园艺,肥料,肥料高品质,652.13,江苏,100+人付款,诚信农资店,回头客1万,,,,,,
\t615716985259,农资园艺,农具,农具官方正品,73.17,浙江,100+人付款,品质农资店旗舰店,回头客10万,,,,,,
\t605467928966,家居生活,家具,家具官方正品办公,2897.03,陕西,2000+人付款,陕时尚家居店,回头客10万,,,,,,
\t918470173625,美妆护肤,香水,香水高品质,483.35,青海,5万+人付款,时尚美妆店,正品保障,,退货宝,,,,
\t512158405084,医药健康,保健品,保健品2025新款,1228.07,香港,500+人付款,优品医药店旗舰店,,,,,,,
\t717310185908,宠物用品,用品,用品百搭2025新款,256.11,四川,500+人付款,优品宠物店,回头客10万,,,,,,
\t668158199881,玩具乐器,益智玩具,益智玩具官方正品,1563,广西,1000+人付款,时尚玩具店,皇冠店铺,,,,,,
\t731370191012,钟表珠宝,手表,手表2025新款,2486.99,上海,200+人付款,优品钟表店旗舰店,正品保障,,退货宝,,,,
\t500100725050,农资园艺,肥料,肥料2025新款,766.51,黑龙江,1万+人付款,时尚农资店旗舰店,回头客1万,,,,,,
\t424712279358,医药健康,保健品,保健品官方正品,1225.87,浙江,1000+人付款,浙时尚医药店旗舰店,回头客10万,,,,,,
\t909501195887,宠物用品,食品,秋季食品修身正品,230.85,天津,500+人付款,诚信宠物店,,先用后付,退货宝,时尚风,,,冬季
\t201201728345,医药健康,保健品,保健品官方正品,1318.08,广西,500+人付款,品质医药店旗舰店,极速发货,,,,,,
\t757593860724,宠物用品,食品,秋季食品宽松2025新款,127,贵州,1000+人付款,诚信宠物店,回头客10万,,,时尚风,,,
\t671074289158,家居生活,收纳,收纳高品质家用,2918.85,河北,100+人付款,品质家居店,,,,,,,
\t152579021384,运动户外,运动服,冬季运动服宽松2025新款,1077.01,福建,2万+人付款,时尚运动店,金牌卖家,,,通勤风,,,秋季
\t720545915252,运动户外,运动鞋,运动鞋修身正品,1175.46,北京,2000+人付款,京品质运动店专卖店,金牌卖家,,,,,,冬季
\t625827558584,宠物用品,护理,护理百搭2025新款,358.25,四川,1000+人付款,时尚宠物店,回头客5万,先用后付,,休闲风,,,春秋季
\t926238660056,农资园艺,花卉,花卉官方正品,587.27,重庆,200+人付款,渝诚信农资店旗舰店,正品保障,,,,,,
\t366095965301,礼品鲜花,鲜花,鲜花高品质,1593.48,北京,100+人付款,京诚信礼品店旗舰店,5年老店,先用后付,,,,,
\t273819252376,母婴用品,奶粉,冬季奶粉修身热销,1250.34,上海,5000+人付款,品质母婴店旗舰店,5年老店,,,,丝光棉,,
\t724979088958,服饰鞋包,鞋靴,夏季鞋靴宽松热销,810.15,山东,500+人付款,鲁时尚服饰店,回头客10万,,,通勤风,,,
\t557170168746,农资园艺,花卉,花卉2025新款,574.43,山东,1000+人付款,鲁诚信农资店,皇冠店铺,,,,,,
\t543894337753,美妆护肤,美发,美发官方正品,522.94,重庆,20万+人付款,渝时尚美妆店,,,,,,,
\t849925317826,美妆护肤,面部护理,面部护理官方正品,719.22,湖南,20万+人付款,诚信美妆店旗舰店,极速发货,,,,,,
\t576983537253,医药健康,计生用品,计生用品2025新款,549.06,河南,200+人付款,优品医药店专卖店,回头客3千,,,,,,
\t901081016496,汽车用品,保养,保养高品质,58.05,陕西,1万+人付款,优品汽车店专卖店,回头客1万,,,,,,
\t263289342503,医药健康,计生用品,计生用品高品质,905.75,云南,1万+人付款,诚信医药店专卖店,8年老店,,,,,,
\t514013144383,图书音像,经管,经管官方正品,117.73,澳门,1000+人付款,澳品质图书店专卖店,5年老店,,,,,,
\t618774405888,汽车用品,保养,保养官方正品,282.09,广东,200+人付款,粤时尚汽车店,回头客5万,,,,,,
\t575116478794,数码家电,手机,手机2025新款户外,436.57,山东,1000+人付款,诚信数码店旗舰店,回头客3千,,,,,,
\t508546149311,美妆护肤,面部护理,面部护理官方正品,335.35,香港,5000+人付款,品质美妆店,皇冠店铺,先用后付,,,,,
\t258607453536,食品生鲜,肉类,肉类2025新款,270.62,新疆,5万+人付款,诚信食品店,5年老店,,,,,,
\t970809035937,钟表珠宝,耳环,耳环官方正品,1504.98,广西,5000+人付款,品质钟表店,极速发货,,,,,,
\t354579324214,宠物用品,食品,冬季食品宽松热销,48.05,山东,500+人付款,鲁优品宠物店,回头客3千,,,休闲风,,,
\t375919694901,数码家电,相机,相机高品质户外,267.08,湖北,10万+人付款,时尚数码店专卖店,5年老店,,退货宝,,,,
\t347970161803,宠物用品,用品,夏季用品修身热销,58.38,福建,1000+人付款,品质宠物店旗舰店,金牌卖家,先用后付,,,,,
\t591665061943,母婴用品,玩具,春季玩具宽松2025新款,1210.29,贵州,500+人付款,品质母婴店,,,,,,,夏季
\t345684216308,玩具乐器,儿童玩具,儿童玩具官方正品,2026.02,山东,100+人付款,时尚玩具店,极速发货,,,,,,
\t308004582522,玩具乐器,儿童玩具,儿童玩具高品质,2361.91,山东,5万+人付款,品质玩具店,皇冠店铺,,,,,,
\t623185752689,图书音像,少儿,少儿官方正品,136.36,天津,1000+人付款,津时尚图书店,回头客10万,,,,,,
\t882819232241,食品生鲜,水果,水果高品质,115.61,山东,1000+人付款,诚信食品店旗舰店,回头客5万,,,,,,
\t906727585016,母婴用品,奶粉,春季奶粉宽松2025新款,519.95,四川,100+人付款,时尚母婴店旗舰店,,,,休闲风,,,
\t747361994241,食品生鲜,零食,零食官方正品,386.7,重庆,2000+人付款,诚信食品店,极速发货,,,,,,
\t655113185701,图书音像,教材,教材高品质,95.88,四川,2000+人付款,诚信图书店,5年老店,,退货宝,,,,
\t473646657003,美妆护肤,身体护理,身体护理官方正品,848.14,甘肃,1万+人付款,甘品质美妆店,,先用后付,,,,,
\t774015525087,母婴用品,奶粉,夏季奶粉百搭正品,1056.88,江西,200+人付款,赣优品母婴店专卖店,5年老店,,,,,,夏季
\t417581552862,数码家电,相机,相机官方正品办公,5031.98,辽宁,1000+人付款,优品数码店旗舰店,回头客3千,,,,,,
